product_id,month,units_sold,revenue
PROD_00055,2024-January,15.0,9347.67
PROD_00234,2024-January,13.0,9647.1
PROD_00029,2024-January,20.0,234479.91
PROD_00182,2025-January,25.0,1435.4
PROD_00246,2025-January,4.0,12724.46
PROD_00199,2025-January,14.0,6321.51
PROD_00235,2025-January,13.0,1497.9699999999998
PROD_00201,2024-July,25.0,10638.279999999999
PROD_00225,2025-July,10.0,23089.84
PROD_00072,2025-July,10.0,5720.58
PROD_00261,2024-October,18.0,117501.35
PROD_00240,2025-September,14.0,5600.59
PROD_00285,2025-September,13.0,38751.86
PROD_00196,2025-August,18.0,7183.3
PROD_00085,2025-August,9.0,6424.58
PROD_00186,2023-December,19.0,8016.139999999999
PROD_00012,2026-May,4.0,2194.6200000000003
PROD_00091,2023-November,15.0,21991.649999999998
PROD_00215,2023-November,7.0,16273.55
PROD_00089,2026-May,25.0,25323.899999999998
PROD_00285,2026-May,10.0,30838.53
PROD_00175,2023-July,18.0,33089.81
PROD_00002,2023-July,7.0,41959.69
PROD_00073,2024-September,13.0,4659.43
PROD_00160,2024-December,11.0,33594.17
PROD_00029,2024-December,11.0,129801.88
PROD_00284,2025-June,15.0,7517.73
PROD_00023,2025-June,10.0,1640.5
PROD_00200,2024-February,9.0,5786.6900000000005
PROD_00138,2024-February,6.0,2202.16
PROD_00018,2024-March,10.0,27218.5
PROD_00027,2024-March,12.0,16484.530000000002
PROD_00113,2024-April,7.0,375.28999999999996
PROD_00094,2024-April,10.0,20137.19
PROD_00138,2024-April,11.0,3884.49
PROD_00090,2024-April,16.0,60998.1
PROD_00037,2024-July,13.0,113170.49
PROD_00240,2024-July,23.0,9346.5
PROD_00134,2023-July,4.0,4724.24
PROD_00273,2024-October,10.0,4694.35
PROD_00277,2025-May,7.0,6804.089999999999
PROD_00196,2026-August,10.0,4092.4799999999996
PROD_00160,2024-May,23.0,71611.56
PROD_00017,2024-May,14.0,26195.64
PROD_00111,2024-May,13.0,12587.77
PROD_00053,2023-March,12.0,54409.12
PROD_00051,2023-March,4.0,1399.53
PROD_00160,2023-March,12.0,36850.31
PROD_00193,2023-July,6.0,5284.040000000001
PROD_00122,2024-March,13.0,2671.03
PROD_00127,2024-March,23.0,30697.57
PROD_00294,2024-March,10.0,116597.69
PROD_00009,2023-October,17.0,22293.940000000002
PROD_00200,2026-February,12.0,7608.56
PROD_00156,2026-February,18.0,2733.3199999999997
PROD_00181,2025-September,14.0,35139.16
PROD_00271,2025-September,18.0,7881.16
PROD_00052,2026-April,3.0,9136.11
PROD_00235,2026-April,3.0,337.32
PROD_00226,2025-February,9.0,2052.39
PROD_00065,2025-February,15.0,9059.75
PROD_00297,2023-September,7.0,10070.65
PROD_00249,2023-September,13.0,21107.87
PROD_00226,2026-April,5.0,1158.76
PROD_00018,2025-August,9.0,25784.859999999997
PROD_00184,2025-August,4.0,21412.170000000002
PROD_00039,2025-May,8.0,40006.63
PROD_00050,2025-May,14.0,15003.54
PROD_00172,2025-February,18.0,27761.5
PROD_00039,2025-February,13.0,63203.83
PROD_00171,2024-May,24.0,44789.189999999995
PROD_00273,2024-May,8.0,3673.36
PROD_00139,2023-January,24.0,730.9
PROD_00013,2023-March,17.0,8252.310000000001
PROD_00133,2023-March,9.0,22166.239999999998
PROD_00044,2024-July,20.0,21393.980000000003
PROD_00127,2024-July,8.0,10921.0
PROD_00152,2023-November,11.0,11146.61
PROD_00198,2023-November,16.0,13729.27
PROD_00101,2023-November,6.0,7002.66
PROD_00240,2024-November,10.0,4071.0
PROD_00173,2024-November,11.0,527.07
PROD_00053,2024-November,11.0,49663.34999999999
PROD_00238,2025-March,4.0,5056.52
PROD_00173,2025-December,7.0,326.28
PROD_00080,2025-December,16.0,53853.630000000005
PROD_00145,2024-March,17.0,143799.34
PROD_00047,2025-October,9.0,14698.140000000001
PROD_00196,2025-October,13.0,5298.68
PROD_00201,2025-October,12.0,5053.0
PROD_00175,2023-June,15.0,27460.81
PROD_00087,2025-June,7.0,51961.57
PROD_00178,2025-June,15.0,12584.44
PROD_00164,2025-June,11.0,2968.3899999999994
PROD_00053,2025-June,19.0,84634.64
PROD_00020,2024-April,6.0,5086.8099999999995
PROD_00166,2023-December,26.0,13043.75
PROD_00130,2023-December,15.0,5036.55
PROD_00079,2023-December,13.0,17771.4
PROD_00206,2023-December,6.0,9579.119999999999
PROD_00154,2026-January,17.0,53540.28
PROD_00008,2025-July,12.0,38950.40000000001
PROD_00107,2025-July,13.0,6799.0599999999995
PROD_00084,2025-July,7.0,7421.02
PROD_00241,2024-February,21.0,19259.079999999998
PROD_00003,2024-February,12.0,17389.0
PROD_00043,2026-June,4.0,5347.219999999999
PROD_00252,2026-June,16.0,93861.80000000002
PROD_00076,2026-June,1.0,839.26
PROD_00224,2025-September,8.0,13962.190000000002
PROD_00086,2025-February,29.0,128680.80000000002
PROD_00177,2025-March,14.0,6133.549999999999
PROD_00264,2025-March,16.0,24142.899999999998
PROD_00233,2025-December,6.0,6173.4400000000005
PROD_00183,2026-May,14.0,162558.01
PROD_00081,2026-May,17.0,25220.550000000003
PROD_00260,2024-May,9.0,9908.47
PROD_00253,2025-July,7.0,7343.9400000000005
PROD_00083,2025-July,22.0,28857.38
PROD_00265,2025-July,16.0,24460.690000000002
PROD_00071,2025-July,8.0,8175.21
PROD_00264,2024-March,10.0,15388.54
PROD_00021,2023-May,6.0,48605.520000000004
PROD_00204,2023-May,10.0,80077.43
PROD_00139,2023-September,20.0,597.99
PROD_00269,2026-May,6.0,8179.0
PROD_00110,2026-May,23.0,9553.829999999998
PROD_00299,2026-May,11.0,2424.24
PROD_00216,2025-January,14.0,9326.25
PROD_00004,2024-March,21.0,46722.229999999996
PROD_00185,2024-March,12.0,42992.11
PROD_00221,2023-August,22.0,30673.510000000002
PROD_00235,2023-August,6.0,719.09
PROD_00206,2024-February,18.0,28826.079999999998
PROD_00196,2023-February,14.0,5554.69
PROD_00027,2023-February,8.0,10851.980000000001
PROD_00109,2024-April,14.0,28554.63
PROD_00295,2026-April,19.0,25404.18
PROD_00272,2026-April,3.0,5998.92
PROD_00273,2023-October,5.0,2335.53
PROD_00154,2023-October,14.0,43137.54
PROD_00288,2026-April,17.0,38661.479999999996
PROD_00154,2026-April,3.0,9344.720000000001
PROD_00092,2025-February,8.0,8790.65
PROD_00063,2025-February,19.0,15824.739999999998
PROD_00152,2025-February,10.0,9979.9
PROD_00195,2024-July,8.0,5138.85
PROD_00046,2024-August,8.0,2608.46
PROD_00021,2025-January,5.0,40682.25
PROD_00011,2024-July,12.0,24639.02
PROD_00203,2024-July,10.0,8296.7
PROD_00244,2024-July,8.0,6222.410000000001
PROD_00192,2024-July,22.0,28304.399999999998
PROD_00092,2025-June,12.0,13194.720000000001
PROD_00207,2025-June,27.0,153559.51
PROD_00272,2025-June,23.0,44811.69
PROD_00060,2025-July,19.0,49780.56
PROD_00099,2025-July,19.0,9239.590000000002
PROD_00155,2025-July,7.0,40081.759999999995
PROD_00036,2024-May,4.0,14424.2
PROD_00251,2024-May,13.0,16268.179999999998
PROD_00175,2025-November,9.0,16276.91
PROD_00006,2025-March,7.0,7070.27
PROD_00281,2023-April,3.0,2100.33
PROD_00274,2023-April,7.0,1820.6799999999998
PROD_00036,2023-April,12.0,44005.71
PROD_00029,2024-October,13.0,156700.3
PROD_00108,2024-October,8.0,327.40000000000003
PROD_00287,2023-August,17.0,21059.940000000002
PROD_00043,2023-November,2.0,2682.74
PROD_00203,2024-August,18.0,15322.99
PROD_00069,2024-August,12.0,18806.07
PROD_00274,2024-March,36.0,9539.470000000001
PROD_00277,2024-May,14.0,13006.68
PROD_00249,2024-May,14.0,23297.969999999998
PROD_00243,2024-May,15.0,1251.87
PROD_00140,2024-May,16.0,12907.46
PROD_00157,2025-May,3.0,9590.59
PROD_00075,2025-January,5.0,7238.12
PROD_00097,2025-January,13.0,67564.15
PROD_00144,2026-April,9.0,4898.91
PROD_00155,2026-February,15.0,85156.06
PROD_00175,2023-January,8.0,14463.0
PROD_00070,2025-November,10.0,29542.43
PROD_00073,2025-November,17.0,6059.169999999999
PROD_00183,2023-February,29.0,343848.35
PROD_00129,2023-February,9.0,90689.98999999999
PROD_00147,2024-June,25.0,24379.35
PROD_00281,2025-May,19.0,13766.18
PROD_00228,2025-May,42.0,208324.68
PROD_00005,2023-July,40.0,85247.11
PROD_00188,2026-May,8.0,2693.64
PROD_00074,2026-May,11.0,16045.27
PROD_00026,2026-May,11.0,27610.989999999998
PROD_00057,2024-December,26.0,5499.4400000000005
PROD_00060,2026-April,18.0,46539.45
PROD_00021,2023-March,8.0,64905.51
PROD_00095,2023-March,8.0,1127.6
PROD_00112,2025-September,23.0,15169.0
PROD_00102,2026-April,31.0,66066.95
PROD_00285,2026-April,6.0,18502.94
PROD_00076,2026-April,9.0,7430.76
PROD_00197,2026-April,22.0,19071.02
PROD_00186,2026-April,6.0,2519.9900000000002
PROD_00099,2023-August,11.0,5205.370000000001
PROD_00081,2023-August,11.0,16131.879999999997
PROD_00295,2023-August,3.0,3914.49
PROD_00115,2023-July,20.0,18144.79
PROD_00233,2023-July,9.0,9380.79
PROD_00091,2023-July,10.0,14722.89
PROD_00013,2026-January,14.0,6937.85
PROD_00181,2026-January,18.0,45168.69
PROD_00050,2026-January,22.0,23642.27
PROD_00181,2025-April,13.0,33283.94
PROD_00056,2025-April,28.0,8686.869999999999
PROD_00099,2025-April,9.0,4372.6900000000005
PROD_00215,2025-August,17.0,40623.420000000006
PROD_00200,2025-September,6.0,3688.1400000000003
PROD_00162,2025-September,25.0,117845.57
PROD_00223,2025-September,5.0,11987.32
PROD_00058,2023-December,4.0,327.35
PROD_00005,2023-December,2.0,4184.719999999999
PROD_00093,2023-August,16.0,7128.5
PROD_00269,2024-October,14.0,19270.28
PROD_00025,2024-October,14.0,41650.850000000006
PROD_00124,2024-October,5.0,8424.82
PROD_00096,2024-January,15.0,40573.67
PROD_00202,2026-April,14.0,23833.57
PROD_00247,2026-April,8.0,1955.3300000000002
PROD_00068,2025-June,12.0,5274.58
PROD_00071,2025-June,4.0,4184.280000000001
PROD_00282,2025-May,16.0,2403.57
PROD_00002,2025-May,4.0,24022.690000000002
PROD_00192,2025-May,13.0,16959.73
PROD_00263,2024-April,16.0,3652.79
PROD_00063,2024-April,11.0,9101.380000000001
PROD_00241,2024-April,15.0,13662.119999999999
PROD_00003,2023-March,5.0,7526.5199999999995
PROD_00191,2023-March,7.0,9959.71
PROD_00225,2024-July,3.0,6891.389999999999
PROD_00004,2024-July,16.0,35604.05
PROD_00252,2024-July,19.0,108769.25999999998
PROD_00110,2025-January,6.0,2465.23
PROD_00113,2025-January,5.0,259.11
PROD_00080,2025-January,19.0,64210.79
PROD_00114,2025-January,23.0,18739.98
PROD_00269,2024-April,23.0,30257.39
PROD_00208,2024-April,8.0,4222.32
PROD_00177,2024-April,19.0,8470.3
PROD_00042,2026-May,12.0,22248.72
PROD_00237,2026-May,12.0,3698.14
PROD_00293,2026-May,9.0,10556.57
PROD_00279,2023-August,10.0,7108.509999999999
PROD_00219,2023-July,14.0,2035.71
PROD_00112,2023-July,13.0,8612.44
PROD_00181,2024-August,16.0,40277.479999999996
PROD_00189,2023-October,16.0,32229.58
PROD_00235,2023-October,18.0,2098.3399999999997
PROD_00030,2023-October,4.0,9100.25
PROD_00147,2025-July,6.0,6137.45
PROD_00069,2025-July,18.0,27742.879999999997
PROD_00160,2025-July,20.0,62505.64
PROD_00145,2024-October,29.0,244420.05
PROD_00269,2024-March,12.0,16383.73
PROD_00197,2024-March,20.0,17080.02
PROD_00098,2024-March,15.0,10443.17
PROD_00092,2023-November,4.0,4304.24
PROD_00169,2025-May,4.0,8261.470000000001
PROD_00019,2025-May,17.0,25043.31
PROD_00271,2024-August,7.0,3025.3
PROD_00083,2024-April,12.0,15584.710000000001
PROD_00062,2024-April,9.0,44930.100000000006
PROD_00148,2024-April,12.0,9693.24
PROD_00118,2024-April,7.0,4025.27
PROD_00209,2024-December,3.0,17168.870000000003
PROD_00109,2024-December,7.0,14641.269999999999
PROD_00141,2026-February,14.0,23425.699999999997
PROD_00064,2026-April,10.0,21853.93
PROD_00232,2026-April,12.0,18010.219999999998
PROD_00129,2025-August,6.0,61804.399999999994
PROD_00020,2025-August,20.0,17272.03
PROD_00096,2026-April,12.0,32407.730000000003
PROD_00202,2026-February,19.0,31371.21
PROD_00191,2026-February,2.0,2814.22
PROD_00207,2024-September,4.0,22951.13
PROD_00176,2024-September,16.0,17626.44
PROD_00228,2025-December,17.0,83474.70000000001
PROD_00272,2025-December,4.0,7454.93
PROD_00188,2025-December,4.0,1339.07
PROD_00089,2025-December,20.0,20421.67
PROD_00187,2026-July,18.0,50679.939999999995
PROD_00224,2026-July,11.0,19366.86
PROD_00257,2026-July,4.0,9585.34
PROD_00230,2024-June,1.0,870.34
PROD_00096,2025-September,6.0,15308.34
PROD_00041,2025-September,24.0,16509.96
PROD_00228,2025-September,11.0,53956.0
PROD_00076,2025-September,13.0,10651.93
PROD_00055,2023-January,13.0,7978.07
PROD_00174,2023-January,9.0,3968.63
PROD_00136,2023-January,12.0,35041.81
PROD_00197,2023-January,9.0,7491.09
PROD_00124,2025-March,20.0,33858.130000000005
PROD_00050,2025-March,20.0,21660.06
PROD_00222,2024-June,16.0,26110.019999999997
PROD_00038,2024-June,4.0,5721.04
PROD_00289,2023-August,9.0,24719.010000000002
PROD_00005,2023-August,10.0,21340.61
PROD_00080,2024-January,7.0,23656.940000000002
PROD_00239,2026-January,16.0,5030.12
PROD_00103,2026-January,18.0,14676.35
PROD_00295,2025-December,24.0,31720.19
PROD_00013,2025-December,17.0,8278.61
PROD_00141,2026-March,14.0,23434.199999999997
PROD_00267,2026-June,12.0,9102.19
PROD_00143,2025-August,5.0,2710.46
PROD_00066,2024-December,21.0,7077.41
PROD_00038,2025-October,14.0,19658.75
PROD_00061,2026-June,18.0,18666.96
PROD_00100,2023-March,12.0,6884.69
PROD_00236,2023-March,12.0,1427.63
PROD_00062,2023-February,11.0,56706.88
PROD_00255,2023-February,20.0,43149.39
PROD_00101,2025-October,27.0,31283.68
PROD_00212,2025-July,7.0,6269.42
PROD_00142,2026-January,4.0,7385.83
PROD_00079,2025-August,12.0,17136.539999999997
PROD_00258,2023-May,23.0,21723.45
PROD_00186,2023-May,3.0,1314.61
PROD_00088,2026-April,3.0,548.74
PROD_00018,2026-April,11.0,30295.379999999997
PROD_00099,2026-June,11.0,5368.42
PROD_00019,2026-June,3.0,4509.1
PROD_00058,2026-June,17.0,1409.02
PROD_00180,2024-April,9.0,4408.85
PROD_00209,2024-April,19.0,109403.59999999999
PROD_00059,2026-June,7.0,15381.970000000001
PROD_00043,2023-March,7.0,9560.490000000002
PROD_00161,2023-March,4.0,1571.96
PROD_00168,2023-March,8.0,6400.08
PROD_00075,2025-February,8.0,11626.34
PROD_00299,2025-February,9.0,1961.3799999999999
PROD_00272,2025-March,16.0,31176.0
PROD_00084,2025-March,6.0,6355.650000000001
PROD_00055,2026-February,6.0,3672.6
PROD_00269,2026-February,4.0,5386.25
PROD_00034,2026-February,8.0,3605.41
PROD_00057,2026-February,15.0,3220.76
PROD_00097,2024-February,13.0,66672.78
PROD_00109,2025-July,24.0,48349.2
PROD_00103,2025-July,21.0,17583.170000000002
PROD_00089,2025-July,18.0,18760.57
PROD_00126,2026-August,3.0,2841.14
PROD_00001,2026-January,5.0,6619.49
PROD_00004,2026-May,6.0,12899.94
PROD_00155,2024-September,16.0,91089.70999999999
PROD_00270,2024-September,8.0,17363.16
PROD_00198,2024-May,16.0,13372.810000000001
PROD_00020,2024-May,5.0,4261.9400000000005
PROD_00203,2024-January,15.0,12489.339999999998
PROD_00169,2024-January,12.0,24863.440000000002
PROD_00261,2024-January,10.0,65870.44
PROD_00197,2026-March,11.0,9369.39
PROD_00298,2025-December,7.0,25024.35
PROD_00287,2025-December,6.0,7312.9
PROD_00130,2025-December,7.0,2345.8100000000004
PROD_00010,2025-December,9.0,8214.11
PROD_00186,2024-November,28.0,11895.630000000001
PROD_00212,2024-November,6.0,5223.2699999999995
PROD_00105,2025-September,16.0,64082.76
PROD_00083,2025-September,21.0,26800.949999999997
PROD_00029,2025-September,11.0,126997.55000000002
PROD_00212,2024-September,32.0,28231.57
PROD_00277,2024-September,7.0,6505.7300000000005
PROD_00090,2026-July,11.0,40907.33
PROD_00065,2026-July,27.0,16610.83
PROD_00139,2023-August,11.0,330.26000000000005
PROD_00106,2024-March,3.0,1576.3200000000002
PROD_00251,2024-March,7.0,8550.72
PROD_00292,2024-March,3.0,5583.0599999999995
PROD_00081,2025-January,11.0,16135.82
PROD_00256,2025-January,16.0,37736.51
PROD_00280,2023-November,12.0,1589.2100000000003
PROD_00222,2023-November,7.0,11535.07
PROD_00144,2023-October,17.0,9304.369999999999
PROD_00208,2023-October,17.0,8952.5
PROD_00148,2025-June,19.0,15544.48
PROD_00219,2025-June,2.0,292.02
PROD_00240,2025-June,8.0,3216.54
PROD_00077,2024-August,18.0,16864.02
PROD_00187,2025-September,9.0,25092.010000000002
PROD_00216,2025-September,18.0,12210.439999999999
PROD_00087,2025-September,21.0,153423.71
PROD_00198,2025-September,10.0,8471.939999999999
PROD_00143,2025-September,4.0,2159.69
PROD_00014,2025-September,11.0,3433.5099999999998
PROD_00179,2025-April,16.0,29639.269999999997
PROD_00007,2025-April,4.0,5524.87
PROD_00070,2023-May,8.0,24064.5
PROD_00290,2023-May,16.0,1575.7999999999997
PROD_00271,2023-May,27.0,11786.74
PROD_00094,2026-January,13.0,26688.26
PROD_00081,2025-February,8.0,11655.41
PROD_00179,2025-February,16.0,29747.78
PROD_00258,2025-February,12.0,11490.650000000001
PROD_00007,2026-March,17.0,23296.69
PROD_00283,2026-March,6.0,3309.75
PROD_00034,2024-September,5.0,2156.35
PROD_00243,2024-September,25.0,2042.7800000000002
PROD_00231,2024-September,12.0,35366.96
PROD_00227,2023-July,20.0,40964.03
PROD_00182,2023-July,18.0,1053.6399999999999
PROD_00253,2025-January,3.0,3040.13
PROD_00172,2024-May,18.0,27743.879999999997
PROD_00176,2023-January,13.0,14767.149999999998
PROD_00180,2023-January,3.0,1432.68
PROD_00246,2026-January,18.0,56263.49
PROD_00266,2024-September,15.0,8335.480000000001
PROD_00117,2024-September,5.0,1083.42
PROD_00091,2025-May,11.0,16117.679999999998
PROD_00087,2025-May,13.0,94337.83
PROD_00026,2023-February,9.0,23200.21
PROD_00151,2023-February,3.0,2159.16
PROD_00131,2025-July,5.0,4689.13
PROD_00228,2025-March,9.0,44166.630000000005
PROD_00201,2024-December,27.0,11314.45
PROD_00216,2024-December,16.0,10470.289999999999
PROD_00219,2025-January,14.0,1999.8500000000001
PROD_00056,2025-January,16.0,4939.129999999999
PROD_00021,2026-February,11.0,89359.78
PROD_00296,2026-February,13.0,16768.9
PROD_00200,2024-December,3.0,1867.33
PROD_00275,2024-December,5.0,1908.21
PROD_00283,2024-December,14.0,7658.16
PROD_00129,2024-June,20.0,206608.84
PROD_00253,2024-June,10.0,10395.92
PROD_00025,2024-June,10.0,29858.38
PROD_00148,2025-January,15.0,12291.8
PROD_00158,2025-January,11.0,9740.970000000001
PROD_00047,2024-September,18.0,29622.3
PROD_00010,2026-August,13.0,11932.849999999999
PROD_00066,2026-August,11.0,3704.0399999999995
PROD_00129,2026-August,4.0,41026.46
PROD_00276,2024-June,13.0,14600.35
PROD_00199,2023-May,10.0,4419.219999999999
PROD_00264,2023-July,15.0,22511.88
PROD_00188,2023-July,15.0,4945.75
PROD_00106,2023-July,28.0,14857.890000000001
PROD_00214,2025-February,5.0,6942.870000000001
PROD_00219,2024-November,13.0,1817.6099999999997
PROD_00094,2024-May,12.0,23771.0
PROD_00010,2024-May,17.0,15515.170000000002
PROD_00129,2025-March,9.0,93427.82
PROD_00198,2025-March,14.0,12095.869999999999
PROD_00153,2026-August,4.0,2639.58
PROD_00121,2026-June,21.0,26402.489999999998
PROD_00246,2026-June,21.0,65282.11000000001
PROD_00234,2024-March,15.0,11058.309999999998
PROD_00153,2024-March,14.0,8817.53
PROD_00173,2024-January,8.0,385.36
PROD_00220,2024-March,12.0,23222.04
PROD_00086,2026-May,14.0,61799.53
PROD_00221,2026-May,28.0,38790.920000000006
PROD_00177,2026-May,17.0,7625.509999999999
PROD_00193,2024-December,3.0,2597.67
PROD_00013,2024-December,4.0,1861.0
PROD_00097,2024-April,13.0,67058.64000000001
PROD_00205,2024-April,20.0,8016.969999999999
PROD_00240,2024-April,5.0,2011.7
PROD_00147,2026-May,16.0,15655.070000000002
PROD_00095,2026-May,15.0,2131.6000000000004
PROD_00025,2026-May,17.0,51744.81
PROD_00217,2023-February,6.0,1951.66
PROD_00124,2023-December,21.0,36081.479999999996
PROD_00294,2023-December,11.0,130246.32
PROD_00094,2023-December,16.0,32581.320000000003
PROD_00136,2024-November,35.0,101156.12
PROD_00005,2024-November,19.0,39942.299999999996
PROD_00103,2024-November,7.0,5482.700000000001
PROD_00021,2026-March,12.0,99544.41
PROD_00157,2026-March,20.0,64358.909999999996
PROD_00265,2025-May,23.0,34113.21
PROD_00066,2025-May,15.0,5121.74
PROD_00210,2025-May,20.0,9803.38
PROD_00062,2026-March,26.0,130759.51000000001
PROD_00172,2026-March,9.0,14340.369999999999
PROD_00266,2025-January,1.0,599.53
PROD_00152,2025-October,33.0,32863.3
PROD_00183,2025-October,13.0,156356.02
PROD_00021,2025-June,15.0,119171.60999999999
PROD_00001,2025-June,25.0,32845.3
